content,score
"M TIX MINIMAL TOPUP NYA JANGAN BESAR BESAR DONGG, 30 REBU GT KEK",2
"Top minimal harus 100 rb itu juga saldo yg masuk dipotong 5-10 rb.. Bikin aplikasi nyusahin bngt.. Mana bnyk tanda mata uang india lagi pas mau top up, ketauan bngt bikin aplikasi asal👎..",1
The worst cinema booking apps. You can only choose today's date.,1
Masa minimal top up 50k. Huft.,1
"Knp top up min 100rb,,jd nyisain trus saldo di mtix Ksh opsi lah bayar pakai dompet digital lain",1
"Nice, thank you for this app",5
"Biaya pesan ganda. Waktu Topup mtix via tokopedia 2 tiket = 100rb dikenakan tarif pilihan topup 105rb (administ fee 5rb). Yang terisi di wallet mtix tercatat 100rb, bukan 105rb. Begitu digunakan pada aplikasi mtix biaya nggak bisa dipakai dinyatakan kurang karena masih ada administ fee lagi. Harus topup lagi. Nggak mungkin top 5rb kan? Ini trik biar diwalletnya mtix tidak 0 rupiah ya?",1
"Top up min 100rb dipotong fee 5rb 😒 beli tiket bioskop kena fee lg 5rb 😮‍💨 harga snackny misal popcorn, minum, dll mahal lg 😵‍💫 kebanyakan cuan nih XXI 😱",1
Kudu belajar berhitung buat top up disini.. admin feenya berkali2.. 😅,1
"Errors everywhere. I want to book 16th May but the app still show me 15th May movies(?). Then for some reason somehow the app closes forcefully, removing previous query. Minimum top-up is ridiculous (100k IDR) and admin fee Rp 5k is one of the most expensive. Used it once, will never use it if this is not fixed. Plus point is the ticket scan works very fast.",2
"Ini jujur aja. Saya senang denga cinema 21. Tapi buat pembelian tiket secara online nya, tidak. Dimulai dari mininal saldo harus 100K Rupiah, terpotong juga 5.000, dana tidak bisa ditarik juga, dan beberapa waktu suka bermasalah... Mungkin begitu saja, terima kasih...",2
Too many admin fees!,1
"Coba aplikasinya dioptimalkan untuk pengguna tab karena di samsung tab s8 11"" saya fontnya berantakan ada yang keluar garis, dll. Yang lainnya sudah cukuplah.",3
Server error ga ada info sama sekali sangat aneh,1
Kena biaya 5000 utk transfer tanpa pemberitahuan langsung. Rampok terselubung.,1
Cool,5
"Apss bangsad! Kl gagal bayar berubah settingan jd capek setting ulang buat beli tiket sampe salah beli tiket. Mana engga bs cancel lagi. dikit2 bayar admin. Topup kena admin, beli tiket kena admin. Gw doain biar bangkrut nih perusahaan!",1
"The User Experience was bad! Can't do withdraw after my balance was cutted for sub fee. And the minimal top up was 100k. It's okay to make the minimal top up on 100k, but you should make it withdrawable, so we can re-top up as your rules (which is 100k min. Top-up). This thing such as a trap, M-Tix trap.",1
"DO NOT USE THIS APP you guys better off buying on site or other online platform the minimum of 100k topup with 5k topup admin fee and 3k for ticket admin fee are an idiot move this is my first and last purchase for xxi nah, better off go to another cinema with better payment system",1
"Mfood, klo memang sudah out of stock, ngapain dikasih penawaran,, pas di klik gabisa dibeli, payaah,, siapin yg banyak stock nyah,, jgn PHP !!",1
"Ribet sekali harus top up M-tix dulu, jadi saldo mengendap deh. Mana ada biaya administrasi tapi dipotong dari nomonal topup.",3
Ini Penipuan namanya top up kena potong 5000. Minimal top up 100k.. Mending transfer bayar langsung.,1
"Tolong fee dll di kasih detail pas milih kursi, jdi pas mau top up ketauan bukan pas cekout di kasih tau aplkasi samp*a*",1
Awesome,5
SMS verification doesn't work,2
"verifikasi kode sms tidak masuk2, sudah dicoba berkali2",1
"Worse, authentication code was never send",1
Aplikasinya bagus tapi sayang tidak bisa membeli di Cinere Bellevue dan bioskop daerah Depok lainnya . Aneh,5
there are no date option,2
Such a garbage apps.. minimum amount to top up are too expensive.. we can't even book the ticket from early morning..,1
aplikasi aneh! pilih tanggal tidak bisa! top up mesti kuras dompet!!,1
"Bt banget hari ini gara-gara mtix. 1. Pembayaran tidak terintegrasi dengan e-wallet atau bank lain, hanya bisa topup ke wallet mtix 2. minimal topup 100rb, dan nyebelinnya saldo yang tersisa gabisa direfund atau dialihkan. 3. Pemberitahuan pemotongan saldo sebesar 5rb ketika topup tidak terlalu jelas untuk user, better diganti warna merah? 4. Tampilannya sudah kuno 5. Tadi ada masalah transaction failed terus berulang kali 6. CS nya ditelfon ga diangkat2",1
Tombol [X] kalo mau batal ketika pesan tiket susah bgt dipencet. Mana tombol back nya dimatiin lagi...,3
Tidak bisa memperbaiki atau merubah atau meralat jadwal yang sudah dipilih,1
"Update top up lama, sehingga terjadi error dalam pembayaran. Sudah di top up dengan nominal melebihi harga tiket, notifikasi email juga sudah masuk jika sudah tertop up namun belum terupdate pada aplikasi. Untuk hal ini saya beri rate 1",1
Bang... Kita kagak bisa milih tanggal tayang bwang...,1
Easy to use,5
"Top up minimal 100rb, dipotong 5rb buat admin. Tp pas pesen tiketnya pun kena charge lagi 3rb. Uang sisanya ga bisa ditarik lagi. Hadeuuhh.. Kalo ga perlu2 amat, ga akan pake ini lagi.",1
"Register nya singkat aja emang ga bisa? Ngapain perlu 3x aktivasi? Email, no hp, device? Satu aja cukuplah. Kalau emang mau 3x, kirim OTP nya jangan lelet gini dong.",1
"Can not register, the ""year"" field in the birthday date can not be change.",1
Bisa gak top up nya sesuai nominal? Jadi ribet kalau ditentuin kaya pulsa gini mah nyisa mulu saldo anjay,3
Can't change the date.,3
Nggak bisa register,1
Bobrok aplikasinya. kode OTP sampe berjam-jam belum masuk juga,1
"topup min 100k. Otp sms gak dateng"".. fix uninstall. mending tix id lah..",1
"Skali transaksi pake APP ini kepotong Rp. 9.500. bangku available jg bisa tiba2 udh kebooking, ternyata Pas di cek lgsg masih ada. Jgn kejebak guys. mending beli di app lain/langsung",1
"It's little bit stupid that we can't change our phone number, in my old account I still have m-tix balance, but it's using my old phone number so i cant login without the otp code.",4
Top up minimum 100k,1
Bad,1
Tolong. Please tambahkan fitur refund saldonya. Karena ini sangat membantu. Juga tolonglah tambahin fitur tanggal biar bisa booking tiketnya. Plis respon,1
"Ga bisa tarik saldo lebih, hadeh",1
Baru Topup 125rb cuman masuk 120rb ke mtix. Terus harga 2 tiket 123rb jadi gabisa belii dan minimal topup 100rb. Sedih banget. Ga rekomen.,1
"Ribet. Minimum top up harus 100rb udh gitu sisa saldo gabisa di tarik lagi. Biaya admin juga gede bgt. Udh pas top up kena potong 5rb, pas beli tiket kena potong juga 3rb.",1
Madeeep,5
"saldo gabisa ditarik!! biaya admin top up mahal, buat pesen tiket juga ada adminnya :/ min topup 100 rb :""",1
I can't pick for few days ahead Ruining my plans,1
100k minimum top up + 5k fee ? That's 1 star.,1
Menurut saya akan lebih bagus jika ditambah rating film imdb/rotten tomatoes pada sinopsis film nya,4
"Just downloaded this app because the website went down over 2 overly high demanded movies (KKN Desa Penari & Dr. Strange). After downloaded it, login, and can't push/see the theaters nor ""now playing"" nor anything. This app is such waste and utterly ridiculous. Ckckck",1
"Mahal banget top up harus 100k, terus gabisa di wd lagi sisa uang nyaa. Terus juga lama ke update seat nya, di app sebelah udah ke isi seat nya eh disini kok masih belum ke isi. Pas bayar juga lama banget",2
Minimal top up 100k? Parah parah,1
"Jelek banget masalah payment cmn bisa bayar pake m-tix sedangkan buat topup m-tix nya susah knp ga ada pembayaran lain jdi mempermudah buat proses pemesanan, dan satu lagi tolong dong topup bisa disesuaikan dengan harga tiket yg akan di beli meskipun adm 5k juga gaakan rugi daripada ngendap gabisa dipake hars topup lagi kelipatan 100k malah hambur uang",1
Forgot password link is unavailable. Too bad,1
Kaga bisa reset pin dan password. Slow response.,1
"Sering tiba2 crash, isi saldo mtix ga bisa, contact cust service jg ga bs. Padahal interface udh cukup ok. Mgkn bisa diperbaiki lagi. Thankyou",3
"semua fitur gabisa diakses, selalu muncul service unavailable",1
Saya tidak bisa top up error 503 sudah saya akali dengan berbagai cara tapi tetap tidak bisa,2
"Worst experience today, racing with other people to order seat but having trouble top up mtix balance because server error. I want order as soon as possible but because insufficient balance, seat is ordered by someone else. Worst maintenance taking too long time",1
"app jelek, lemot, banyak adminnya mending dtg langsung ajadah",2
"Udh daftar, udh aktivasi, pas login, akun anda tidak ditemukan, coba aktivasi ulang, akun anda sudah teraktivasi silahkan login, coba login lgi, akun anda tidak ditemukan. Uninstall",1
When the apps change the date? I cant book any seat because it's still yesterday in the apps -_-,1
"1. min. saldo top up besar bgt 2. saldo tiba2 dikurang biaya admin, harusnya terpampang saat mau tf uang pd mbank 3. saldo mtix tak bisa dicairkan 4. saya ingin tunjukkan tiket online saya ke petugas, tiba2 appnya loading terus, session abis terus, bahkan sempat dikatakan bbrp kali saya tidak punya tiket 5. saya ingin pesan tiket utk besok, tapi tiket yg tersedia pd app hanya utk hari ini. tak bisa pilih tanggal. saya tunggu sampai 00.00 besok tetap tak bisa pesan tiket, jam 7 pun masi tak bisa",1
"CANT LOGIN, it wont let me reset or change my password. Just let me reset or delete my acc if that's the trouble, stop repeating the same msg and not showing me the right way to register my acc back, dumb app.",1
"Berkali2 mau reset password, sistim blg bhw email sdh dikirim tp sy gak terima2 sudah dicoba beberapa hari dan beberapa kali dan sdh cek di junk folder jg tp email nya tdk pernah masuk. Kenapa?",3
"Ganti email akun tidak bisa, harus call center",3
"Salah satu apliasi dgn policy paling konyol.top up minimal 100rb, tidak bisa ditarik ke rekening. Konsumen dipaksa terus memakai aplikasi ini dan dananya nyangkut. Aplikasi scam!",1
ga bisa tarik sisa saldo. dan minimal top up harus 100rb. suck,1
OTP gak kekirim2,1
"Beli M-Food kemarin buat tiket hari ini, trus belom di redeem tiba-tiba hilang. CS tidak ada yg jawab dan susah di kontak. Semua purchase history saya ilang semua kecuali tiket. Sistem ampas, cs ampas. Makan tuh duit haram. Uninstall!!! Sebelum menyesal. Mending CGV atau TIX ID.",1
"Di potong fee admin 5000 lewat bca jadi kurang saldo padahal nanti juga ada biaya admin pas chekout 3000,",1
"why is there no information about the fee 5K for top up? when I top up referring to the ticket price, the deposit amount is automatically debited for 5K. this makes me have to top up more, but the minimum top up is 100K. there is no way to withdraw the rest amount of deposit",1
"Much easier & seamless to use now. Choose transfer to virtual account if you want to top up. It surely has minimum of 100K amount (they will deduct 5K for admin fee, e.g., topping up 100K will get 95K balance) but you can top up in exact numbers you want (in my case: 110K for 100K ticket, 3K mtix admin, 5K top up fee).",5
"The app still has a lot of bugs such as whenever I tried to open my history purchase it kept loading for so long even though my connection is good, and also whenever I tried to open my history purchase it kept disappear. Please fix the bug, casue this app is good but not so good with those bugs.",2
Biaya adminya sangat besar untuk top up dan pembelian,1
"Aplikasi gajelas minimum top up 100.000, awal top up udah dipotong 5k, pas beli tiket kena biaya admin lagi 3k, gaada fitur pengembalian saldo, gamau rugi ni aplikasi, mantap pokoknya sehat selalu i love you CGV",1
Udah nyoba puluhan kali tapi transaksi tidak berhasil padahal udah top up mtix melebihi jumlah pembelian tiket. Telpon CS juga gak diangkat angkat. TIDAK DIREKOMENDASIKAN PAKAI APLIKASI INI !,1
"Tidak bisa beli tiket, dan uang top up tidak bisa dicairkan",1
Worst payment ever.,1
Saya tidak mengganti no hp saya,3
Aplikasi sampah mempersulit doang mau beli tiket aja susah,1
"Pelit buat kasih merchandise, n pelayanan d xxi cafe ada yg miss untuk promo nya",1
"session issue mungkin? saat proses regis akun baru, jika keluar dari app untuk lihat otp di email, app akan tertutup dan saat dibuka kembali ke halaman awal, bukan melanjutkan proses memasukan otp",2
"Min. 100K top up, ternyata adm feenya 9K, jadi mau gamau top up 100K lagi. Mana uangnya gabisa alokasi ke yang lain, zonk banget",1
Ga ada SMS Verifikasi..,1
"Susah sekali Register, SMS Activation Code tidak diterima, sekali diterima sudah lewat waktunya. Parah...",1
eror,1
ERROR as always,1
Truly take a long time for getting verification code from sms. How could this happen to you??,1
I waited a very long time to get an SMS activation code. It's no use the 5 minutes timer because I will get the SMS activation code after 15 minutes.,1
"Waktu registrasi dan dimintai kode verifikasi lewat nomor telepon, tp tidak ada kirimin SMS sama sekali",1
Hidden Fee Rp5K for each transaction! Balance top up is minimum Rp100K! Balance cannot be withdrawn nor transfered to other accounts. It is impossible to do balance top up to exact amount! This app should never be allowed in Playstore or any Appstore! President Director of this company should be in jail for fraud!,5
"Hadeeh kalo sistemny masi jelek harusnya jangan gegayaan pake otp code segala lah, orang mau login aj susah, ud nungguin berjem2 tetep gk dikirim otp codeny, jadi pesen di app sebelah dah",1
Mau regristrasi susah bener!!,1
Aplikasi sampah... kode verifikasi ditunggu ga muncul2 jg,1
Ribet aktivasinya. Dah balik ke gotix ja,1
"Jelek bngt, metode pembayaran lain gak bisa. Aplikasi nuntut data yg banyak dan loading nya lama.",1
Good job min udah perbaiki app nya,5
"Aplikasi jelek,dh login,hp restart bentar gabisa login lagi, alasan nya (security issue) mana dh beli 4 tiket,buang"" duit doang",1
"errorrr..... kemaren masih bisa dibuka, koq sekarang error?",4
The bugs really awful,1
"Lemotttt, payah",1
"Apps error connection, refresh lalu error lagi, buka di TIX ID sama juga koneksi ke XXI error. Datang ke counter untuk tiket pembelian 2 hari mendatang tidak bisa dan diarahkan book melalui apps. Gimana cara nya mau beli, tolong fleksibilitas nya.",1
Lambat sekali min appnya ...ada masalah kah? ...mau beli ticket gak bisa bisa,1
Lemooottt.. mau beli tiket ga bisa?? Uda log in masih muter2.. sinyal lancar padahal.. buka guugle aja bisa.. tapi sini ampunn.. lemott..,1
Parah lemot banget. Sinyal ful 4G+ padahal,1
Apliaksi taekkk.. Loadingnya lama bgt kaya ngantri beli minyak goreng,1
Aplikasi 500rb,1
Terbuang percuma semua tiket karena sistem overload. Hebat pelayanan M.tix 👍👍,1
please add withdraw money feature,2
LEMOT GAGAL TERUS!,1
Lemot,1
"Aplikasi lemot, apa2 loading lama. Banyak cinema ga ada",1
lemot banget. banget.,3
"Request time out terus kalo ada film perdana tayang. Internet lancar tapi buka aplikasi mtix Loadingnya semenit. Buat cek tiket yang udah dipesen aja gagal terus. Tolong lah bandwidth gedein. Masa topup mahal mahal kualitas aplikasinya ngawur, itu duit lebihan dikemanain emangnya? Dianggurin?",1
I can't even logged into my account the loading time is just too long and i'm using samsung galaxy S21 Ultra,1
Pilihan pembayaran sangat terbatas dan sulit,1
"I just booked 2 tickets, but in purchase history and balance history say there is no transaction. What a huge mess.",1
I bought 3 tickets on 3 May but the tickets are not in my purchase history!,1
Booking tiket 4 hari lalu untuk besok. Hari ini di cek tiket yg di booking meghilang dri purchase history. Telp call centre tidak diangkat,1
"Aplikasi eror, loading terus gak muncul2 purchase history. Percuma pake aplikasi, lebih cepet orang2 yg antri beli tiket offline daripada nungguin aplikasi gajelas.",1
My tickets barcode gone from purchase history.,1
"I wanna buy tickets in the morning for families for afternoon show, but the date and ticket stated in the app showing yesterday show, so I cant buy them. Already topped up a lot of money yet i cant get any assurance when the ticket for today start sell",2
"Di aplikasi ini tidak dijelaskan bahwasannya ada biaya administrasi dimuka sebesar 5rb dan juga ada minimal top up 100rb. Hal ini sangat mengecewakan sih karena untuk sebagian orang yang belum tahu pasti akan top up 100, tapi ketika ingin membeli tiket, saldo terpotong sebesar 5rb secara otomatis dan juga ada pajak 3rb. Jujur ini sangat tidak worth it untuk pelajar seperti saya yang uang jajannya terbatas. Mohon untuk evaluasi lagi pelayanannya.",1
i cannot go back after i check the seat availability. i MUST proceed to next step then go back to the 1st page.. dont know why the UX are this bad.. hope the developer can fix it..,2
Bad app.. everytime i want to choose the seat it always saying error.. 😪,1
"Gabisa daftar, otp ga masuk",1
Unable to get activation code through sms,1
otp tidak masuk,1
"For OTP number phone error, please fix the bug la, ur product good but ur apps trash",1
Aplikasi sampah mau login OTP nggk dikirim-kirim 👎,1
"Registrasi doang ribet amat, masa ga masuk masuk sms nya",1
"Mau registrasi tp sms otp nya ga dapat""",1
"The app is fine, but there's one problem that's plaguing this app; the minimal top up amount. It's outright dreadful that the minimum top up amount is IDR 100k. Most tickets go around for 60k-75k. You have to spend IDR 200k if you want to buy two tickets that cost IDR 150K and if you want to buy a third one, you have to spend another 100k. Quite outrageous, isn't it? I currently have IDR 65k in my Mtix balance and to watch another movie, I have to spend 100k instead of 10k. A HORRIBLE policy.",1
"Mahal bgt top up kepotong 5rb trs book admin 3, min top 100. RUGI",1
Kenapa tidak ada pemberitahuan nominal biaya PPN? Kenapa minimal pengisian saldo mtix 100k?,1
"All features are easy to used but there is no option to withdraw money especially when user have to top up minimal 100k, showing that the developer of clearly did not think thorough while creating this app. Very disappointing.",2
"MENDING PAKE TIX ID AJA. minimal top up nya 100 ribu, terus ternyata kepotong 5 ribu per top up...... ga di kasih tau dari awal, pas liat saldo aja tb tb kurang..... lah.... bingung banget beneran aneh banget deh mau transaksi beli tiket nya jadi kurang enak. setelah itu, sisa saldo nya gabisa di tarik juga....",1
"Tolong benerin managementnya dong. Masa gak bisa withdraw saldo, udah biaya adminnya 5.000, minimum isi juga 100rb apa banget semahal itu 👎",1
Saya top up 105.000 yang masuk 100.000 padahal tertulis minimal top up 100.000 bukan kelipatan 100.000 .. terus uang saya yg 5.000 kemana ya?? saya topup segitu karena tiket kena charge 3.000.. harusnya dana masuk 105.000 bukan 100.000,1
"Sudah minimum isi 100rb, nggak ngomong ada admin 5rb waktu ngisi. Jadinya harus top up kebanyakan. Dulu awal pakai nggak gini sekarang samgat tidak memuaskan. Saya mau nonton untuk 4 orang dengan invoice 206.000 saat isi saldo 206.000 uang masuk hanya 201.000, lalu mau tidak mau isi lagi 100.000 uang hanya masuk 95.000. setelah itu tidak ada menu withdrawal. Aplikasi SCAM PEMBODOHAN",1
"Server lambat ketika berusaha beli tiket Dr. Strange 2, namun setidaknya sekarang top up mtix lebih mudah karena bisa dengan Tokped dan bisa dalam jumlah besar. Beli dari sini pun lebih terpercaya karena merupakan aplikasi utama XXI sehingga tidak ada resiko refund tiket.",4
Pilihan Bank sedikit. Minimal top up terlalu banyak,1
"Top up minimal 100k dan kena potongan 5k . . . Salah perhitungan jadi ngisi 2 kali kena potongan 10k, trus saldo sisa kebanyakan . . . Sangat2 merepotkan sistem top up nya",1
So functional. Keep the good work :),5
Sistem top-up tertolol,1
"Pembayaran masih menggunakan saldo dan pilihan top up masih terbatas sekali, biaya minimal 100rb terlalu tinggi dan 5rb buat fees.",1
"Cara Transaksi nya buruk , ga rekomendasi nih app",1
Easy to use,5
Kesulitan untuk memilih tanggal selain tanggal hari ini,1
"Why my xxi app is on zoom? Its like the screen is 150% bigger and dont fit. The font is too big, its a mess",2
top up minimum 100k and additional fees. why would anyone switch to online booking that way?,1
Buat apa top up 100rb klo gk dipakai semua. Trus sisanya dikemanain,1
"sebenernya memudahkan sih pake aplikasi ini . cuma baru tau kalo mau top up min 100rb , udh gtu dipotong 4rb jd yg masuk cuma 99rb krn sy isi sesuai tiket yg mau sy beli 103rb dan msh ada biaya adminnya 3rb . alhasil kmrn jd kurang buat beli tiket n hrs top up min 100rb . buat sy yg jarang nnton top up sgtu besar bgt n smpe skrg msh ada sisa 90rban di aplikasi mana gabisa di trf balik atau gmn . mending pake dana ky dlu. lbh baik min top up nya dikurangi jd 50rb ,thx",3
"cant withdraw, high minimum top up",1
Harus banget minimum top up 100ribu? Untuk apa... Sisa saldo ga akan kepake lagi,1
sekali kali kasih saldo gratis min,5
Just helpful,5
"Tidak ada keterangan kalo akan dipotong sebesar 5 ribu. Sekarang saya tidak bisa beli tiket, dan tidak bisa diwithdraw",1
"Too much hidden fee on this apps. 100k is too high for top up, and you never can withdraw your money. If you want to make everyone switch to online booking, don't make that move to people. Riddiculous.",1
Duidnya ga bisa d tarik anjeng. Minimum deposit juga 100k.. idih najis banget.,1
"Harusnya ada fitur reschedule/mundur kalau-kalau ada jadwal penting, biar gak hangus tiketnya. Gapapa konsekwensi biaya tambahan yg wajar. Tiket pesawat aja bisa reschedule kok",4
"Lmao, what is the app for? I can't even book a movie ticket",1
Ok,5
I am using tix.id now. Hahaha,1
"It's a very bad apps with bad money solution, can't withdraw any amount of money we already deposited, and the minimum amount to deposit are 100k IDR. Once i used up all the money inside this app, I'll never use it again unless they improve their accessibility and features.",1
Tolong kepada pihak m-tix agar ada fitur pencarian saldo m-tix. Saya pernah salah top up saldo dan semua uang saya ada di saldo m-tix dan tidak bisa dicairkan. Tolong ditindaklanjuti lagi,2
"Disuruh melengkapi registrasi tapi mau klik tahun ga bisa, karena tanda segitiga kebawahnya ga bisa diklik tidak tampak pada layar. BODOH!!!",1
"Top up kena admin 5k dan ada minimal 50k, booking online kena admin 3k. Wow sangat mempersulit hidup sekali pakai aplikasi ini. Bagusan TIX ID",1
Apps cant be opened,1
"bisa pesen cm 8 kursi aj, top up min 100 bad banget mending beli langsung",1
Amazing,5
Saran untuk m.tix agar Saldo di akun m Tix bisa di transfer ke kembali ke rekening pengguna. Seperti applikasi yg laiinya.,5
Admin top upnya kemanahalan 5 rebu Belum lagi pass beli tiket admin lagi per tiket Jadi makin boross kalo pake aplikasi ini,1
susah pay nya,1
"somehow, bagian page ""pay with"" gak bisa discroll ke bawah.",1
"top up saldo mtix minimal 100k dan tidak ada pemberitahuan ada admin fee saat top up, sangat mengecewakan",1
"Ini pertama kalinya gw top up di mtix, dan menurut gw ini sistemnya sangat aneh, jd gw pengen nonton jjk dan harga 3 tiketnya 124.500,top up lah gw 125.000, dan gw udh tau bakal kena biaya admin 5.000, tp knp yg di potong saldo yg 125.000, knp gk saldo mbca gw aja yg di potong, jadinya kan gw harus top up lg 100 rb buat nutupin kekurangan saldo, jd tolong dong di benerin lg ini sistemnya dan masa minimal top up harus 100rb ?!?!!?",1
Wow minimum top up 100K Deduction 5K,1
"Depok gak ada di list kota. dan kalau pencet near me, selalu time out.",3
"Can't tap into movie schedule to buy a ticket after new update, how you did this to me? I'm using samsung A52s 5G",4
"tell me why the topup minimum is 100k which is way too much, also there's no clear instruction how to refund or withdraw our money on the app. on my first experience using this i need extra 5k and i shocked that the minimum topup is 100k.",1
"Hanya menyediakan fitur top up dan tidak bisa narik saldo m-tix. Minimum top up 100 rb terus dipotong fee admin 5 rb, kapok",1
"Mahal banget biaya admin kalau pesen online, top up kepotong 5000 order kepotong lagi 1500/tiket. Sama aja kayak bayar di aplikasi sebelah. Top up ada minim lagi 100k, mending aplikasih tix id tanpa minimal",1
"Why's the minimum amount for top up is 100K? It's really expensive, especially if you just need about 60K to buy one ticket. There's no clear way to withdraw our money, too. This app has some trashy policy. I'd recommend other ticketing apps, like TIX-ID for example, not this one.",1
Buy movie ticket in this application more easy..We don't have to wait long..The application is also very easy to use,5
Jangan pakai aplikasi ini! Setiap transaksi dipotong 5k untuk biaya gajelas! Lebih baik pakai buat cek jadwal tiket ots,1
"Mohon kerjasama nya dong, baik developer maupun manajemen cinemaxxi tolong berikan info sebelum customer melakukan transaksi jika setiap transaksi kena biaya tambahan 5 ribu. Misal: Total transaksi 113k, kami transfer 115k. Ternyata yg masuk ke e-wallet hanya 110k. Jadi harus top-up lagi, dan minimal harus 100k, itu pun kepotong lagi 5k. Terus masih ada sisa, jika tidak digunakan e-money kami mengendap. Sekelas XXI, punya sistem bukan untuk memuaskan customer, tapi malah mengecewakan.",1
Sebelum install WAJIB baca ulasan-ulasannya dulu deh. Kemarin baru pertama kali coba beli tiket Batman ternyata tiap top-up gile potongannya 5rb bos dan pembelian satu tiket kena charge lagi 1.500.. belom lagi minimum top-up nya 100rb. DIJAMIN KAPOK gak lagi-lagi deh beli lewat sini lol,2
stupid app.. udh register. udh aktifkan OTP.. tp account not found.. aplikasi cacat,1
"Will be 5 stars, once u add the REFUND feature",1
"Licik banget konsep top up nya. Udah minimum mesti top up 100K. Sistemnya adalah lo top up berapa, nanti dipotong 5K dr nilai top up. Woy lo kira use case lo banyak apa kyk ewallet lain. Orang top up jelas buat nonton doang, nominal top up pasti sesuai yg dia mau tonton. Gegara dipotong di belakang saldo malah jd kurang buat nonton, ujung2nya jd mesti top up lg. Ga halal cara nyari duit lo.",1
Good,5
worsts app,1
Simple user friendly,4
"How i can use this app?? Meanwhile i can't register, I almost 5 times registered and failed. Pathetic!",1
"Good Paying, simple Transaction and then always update film. Keep it up Cinema 21",5
"UDAH DOWNLOAD, TERNYATA GA SEMUA MENU BISA DI PESEN DARI APLIKASI, KONYOL BANGET !",1
"Aplikasi lucu lucu , masih kena biaya top up belum lagi ditambah biaya pesan tiket online , jadinya pake ini makin mahal . Sudah telanjur basah 😅",3
"Susah digunakan, minimal top up 100rb. Potongan 5rb rupiah. Padahal tiket nonton cuma 35rb.",1
Depok ada ga sih?,2
"Masih kalah saing sama (maaf sebut merk) CGV. Dari segi kenyamanan studio lebih elegan, suara juga lebih mantep merk sebelah. Sayang saingannya belum ada di bali.",4
"Tidak ada perubahan.. fix di 1 bintang..thx! Sebelumnya berfungsi 
baik..tapi skrg tiap mau login mtix tidak bisa dan selalu disuruh 
update..sedangkan di playstore malah gak ada pilihan update..cuma open sama 
uninstall..",5
"Ketika nntn d XXI, bnyak penonton yg mengganggu penonton lain dgn cara menendang kursi depannya, mmbawa mknan dri luar, trutama perekaman film secara sengaja. Sebagai penonton, lebih baik saya melanjutkan nonton film secara lengkap daripada harus meninggalkan kursi dan melaporkan pelaku ke pihak XXI. Alangkah lebih efisien & efektif jika kita bisa melaporkan hal-hal tersebut di apps ini. Dengan adanya fitur pengaduan ini juga, pelaku bisa ditindak cepat karena dia sedang menonton.",3
"Bad UI, So Much Admin Fee, This apps created NOT for make user easily access the cinema, this just for farm user money using Admin Fee 🙁",1
Tidak ada informasi kembali (reminder)untuk pembelian FnB untuk tgl pembelian nya.,1
"Sialan, harus isi saldo minimal 100 ribu, terus biaya admin 5 ribu ? Kenapa gak biaya admin 10 ribu atau 50 rebu sekalian? Nanggung!!",1
Good,5
SERIUSAN. JANGAN INSTALL APLIKASI BOBROK INI. BIAYA ADMIN MAHAL. APLIKASI GAK BISA BUY TICKET. MENDING CARI YANG LAIN. BALIKIN DUIT GUE,1
Kebanyakan biaya admin nya... cukup sekali pake neh aplikasi,1
"Ga jelas, lokasi mall banyak yang ga terdaftar, akses lokasi selalu error",1
Fail terus mau select seat... Good bye,1
can't refund my money,1
"Harga lebih mahal dari kita beli langsung ke bioskop. Isi saldo 100 ribu, potongan 5 ribu. Waktu beli tiket, potongan lagi 1.500 / orang. Apa keistimewaannya kalo kita pake aplikasi ini?",1
Tf lewat bri ga jelas tutorialnya,1
"aku ga dapet jawaban pas kontak ke WA XXI, di Twitter pun gabisa DM soal bisa / ngga saldo mtix ditarik ke rekening, wow",1
Expensive charge for top up and the cinema database city list never been updated.,1
Masa topup minimal 100k. Trus kena biaya fee nya 5k. Kan nguras banget. Blm lagi beli tiketnya kena biaya lagi 3k hadehhhh Merugikan sekali,1
Gak ada opsi pembayaran dompet digital yang lain seperti Ovo Dana DLL...,1
I'mma help people rate one star on this app,1
"Web based? Informasi yang ditampilin sama aja. Jangan bikin user itung2an buat transfer. Minim top up 100k, kena biaya admin topup 5k, pesen tiket 1,3k. Hadeh. Pay per ticket aja gak usah pake sistem wallet.",1
Double admin fee for booking a ticket? This is just another money leeching app for an Indonesian theater. I will more grateful if you just put the admin fee for top up as an automatic transaction rather than cutting my top up nominal! Your UI/UX not friendly either. Please fix this you greedy bastard,1
"Too much asking personal data to register like address, phone, birthday, gender. I only want to buy movie ticket with this app, i dont need birthday greetings from u! Minimum topup 100K and cant be send back?!! You should easier the customer with this app not taking more money from them.",1
Kok ga bisa diinstall kenapa,3
Melakukan pembelian F&B bisa berubah lokasi dengan pembelian tiket nonton. Lucu sekali,1
Tidak perlu antri.. selalu terpercaya,5
For people who want to buy tickets please don't install this app! With their absurd rule which is minimum 100000 each top up! I mean.. I only need 1000 rupiah more to buy tickets and I need to top up 100000?? Not to mention 5000 to top up! That is ridiculous! So instead of 1000 I need to pay 105.000! Bul****! If you applied this rule you need to allow us to send the money back to our account! Like other app!! Pleasee peeps save your money and DO NOT install this app!,1
